Source,Destination,Date,Departure_Time,Arrival_Time,Duration,Price,Currency,Airline,Stops
BOM,GOI,2026-02-11,08:45:00,14:15:00,PT5H30M,207.01,EUR,AI,1
BOM,GOI,2026-02-11,07:00:00,13:30:00,PT6H30M,209.11,EUR,AI,1
BOM,GOI,2026-02-11,07:30:00,13:30:00,PT6H,210.16,EUR,AI,1
BOM,GOI,2026-02-11,06:00:00,16:50:00,PT10H50M,272.08,EUR,HR,1
BOM,GOI,2026-02-11,22:25:00,16:50:00,PT18H25M,272.08,EUR,HR,1
BOM,COK,2026-02-11,05:05:00,07:00:00,PT1H55M,89.83,EUR,AI,0
BOM,COK,2026-02-11,14:10:00,16:05:00,PT1H55M,89.83,EUR,AI,0
BOM,COK,2026-02-11,17:20:00,19:15:00,PT1H55M,89.83,EUR,AI,0
BOM,COK,2026-02-11,19:35:00,21:35:00,PT2H,89.83,EUR,AI,0
BOM,COK,2026-02-11,23:55:00,01:55:00,PT2H,89.83,EUR,AI,0
BOM,COK,2026-02-11,07:25:00,09:30:00,PT2H5M,89.83,EUR,AI,0
BOM,COK,2026-02-11,01:30:00,08:10:00,PT6H40M,211.21,EUR,AI,1
BOM,COK,2026-02-11,01:30:00,11:20:00,PT9H50M,211.21,EUR,AI,1
BOM,COK,2026-02-11,13:15:00,19:30:00,PT6H15M,215.41,EUR,AI,1
BOM,COK,2026-02-11,16:10:00,22:20:00,PT6H10M,232.21,EUR,AI,1
BOM,COK,2026-02-11,13:00:00,19:30:00,PT6H30M,234.31,EUR,AI,1
BOM,COK,2026-02-11,09:25:00,16:10:00,PT6H45M,235.36,EUR,AI,1
BOM,COK,2026-02-11,07:30:00,14:35:00,PT7H5M,237.46,EUR,AI,1
BOM,COK,2026-02-11,08:00:00,14:35:00,PT6H35M,238.51,EUR,AI,1
DEL,PNQ,2026-02-12,15:55:00,18:05:00,PT2H10M,59.92,EUR,AI,0
DEL,PNQ,2026-02-12,03:55:00,06:30:00,PT2H35M,59.92,EUR,AI,0
DEL,PNQ,2026-02-12,04:45:00,06:55:00,PT2H10M,64.12,EUR,AI,0
DEL,PNQ,2026-02-12,22:25:00,00:40:00,PT2H15M,64.12,EUR,AI,0
DEL,PNQ,2026-02-12,17:40:00,19:50:00,PT2H10M,67.27,EUR,AI,0
DEL,PNQ,2026-02-12,13:05:00,15:20:00,PT2H15M,67.27,EUR,AI,0
DEL,PNQ,2026-02-12,22:55:00,23:50:00,PT55M,71.47,EUR,AI,0
DEL,PNQ,2026-02-12,19:15:00,21:15:00,PT2H,71.47,EUR,AI,0
DEL,PNQ,2026-02-12,16:15:00,18:30:00,PT2H15M,148.61,EUR,GP,0
DEL,PNQ,2026-02-12,09:10:00,11:45:00,PT2H35M,148.61,EUR,GP,0
DEL,PNQ,2026-02-12,14:10:00,14:50:00,PT24H40M,245.15,EUR,HR,1
DEL,BOM,2026-02-12,05:55:00,08:20:00,PT2H25M,99.61,EUR,AI,0
DEL,BOM,2026-02-12,09:00:00,11:25:00,PT2H25M,99.61,EUR,AI,0
DEL,BOM,2026-02-12,09:30:00,11:55:00,PT2H25M,99.61,EUR,AI,0
DEL,BOM,2026-02-12,10:55:00,13:20:00,PT2H25M,99.61,EUR,AI,0
DEL,BOM,2026-02-12,12:35:00,15:00:00,PT2H25M,99.61,EUR,AI,0
DEL,BOM,2026-02-12,20:00:00,22:25:00,PT2H25M,99.61,EUR,AI,0
DEL,BOM,2026-02-12,16:30:00,19:00:00,PT2H30M,99.61,EUR,AI,0
DEL,BOM,2026-02-12,14:30:00,18:15:00,PT3H45M,99.61,EUR,AI,0
DEL,BOM,2026-02-12,22:30:00,00:55:00,PT2H25M,99.61,EUR,AI,0
DEL,BOM,2026-02-12,08:30:00,10:50:00,PT2H20M,101.71,EUR,AI,0
DEL,BOM,2026-02-12,19:35:00,22:00:00,PT2H25M,101.71,EUR,AI,0
DEL,BOM,2026-02-12,20:55:00,23:20:00,PT2H25M,101.71,EUR,AI,0
DEL,BOM,2026-02-12,21:30:00,23:55:00,PT2H25M,101.71,EUR,AI,0
DEL,BOM,2026-02-12,17:55:00,20:15:00,PT2H20M,102.76,EUR,AI,0
DEL,BOM,2026-02-12,23:00:00,01:25:00,PT2H25M,103.81,EUR,AI,0
DEL,BOM,2026-02-12,20:30:00,23:05:00,PT2H35M,103.81,EUR,AI,0
DEL,BOM,2026-02-12,10:00:00,12:00:00,PT2H,110.11,EUR,AI,0
DEL,BOM,2026-02-12,13:15:00,15:30:00,PT2H15M,110.11,EUR,AI,0
DEL,BOM,2026-02-12,11:40:00,13:55:00,PT2H15M,110.11,EUR,AI,0
DEL,BOM,2026-02-12,22:00:00,00:15:00,PT2H15M,110.11,EUR,AI,0
DEL,BOM,2026-02-12,08:00:00,10:20:00,PT2H20M,110.11,EUR,AI,0
DEL,BOM,2026-02-12,10:15:00,12:35:00,PT2H20M,110.11,EUR,AI,0
DEL,BOM,2026-02-12,14:20:00,16:40:00,PT2H20M,110.11,EUR,AI,0
DEL,BOM,2026-02-12,17:15:00,19:35:00,PT2H20M,110.11,EUR,AI,0
DEL,BOM,2026-02-12,02:15:00,04:40:00,PT2H25M,110.11,EUR,AI,0
DEL,BOM,2026-02-12,07:30:00,09:35:00,PT2H5M,115.36,EUR,AI,0
DEL,BOM,2026-02-12,20:05:00,22:15:00,PT2H10M,115.36,EUR,AI,0
DEL,BOM,2026-02-12,15:30:00,17:45:00,PT2H15M,115.36,EUR,AI,0
DEL,BOM,2026-02-12,07:00:00,09:15:00,PT2H15M,115.36,EUR,AI,0
DEL,BOM,2026-02-12,12:30:00,17:35:00,PT5H5M,126.49,EUR,AI,1
DEL,BOM,2026-02-12,12:30:00,19:05:00,PT6H35M,126.49,EUR,AI,1
DEL,BOM,2026-02-12,17:35:00,00:15:00,PT6H40M,126.49,EUR,AI,1
DEL,BOM,2026-02-12,10:20:00,17:35:00,PT7H15M,126.49,EUR,AI,1
DEL,BOM,2026-02-12,16:15:00,00:15:00,PT8H,126.49,EUR,AI,1
DEL,BOM,2026-02-12,06:20:00,10:55:00,PT4H35M,129.64,EUR,AI,1
DEL,BOM,2026-02-12,13:20:00,19:15:00,PT5H55M,129.64,EUR,AI,1
DEL,BOM,2026-02-12,11:20:00,19:15:00,PT7H55M,129.64,EUR,AI,1
DEL,BOM,2026-02-12,21:45:00,06:20:00,PT8H35M,129.64,EUR,AI,1
DEL,BOM,2026-02-12,20:45:00,06:20:00,PT9H35M,129.64,EUR,AI,1
DEL,BOM,2026-02-12,21:45:00,09:40:00,PT11H55M,129.64,EUR,AI,1
DEL,BOM,2026-02-12,04:45:00,09:40:00,PT4H55M,132.79,EUR,AI,1
DEL,BOM,2026-02-12,04:45:00,10:55:00,PT6H10M,132.79,EUR,AI,1
DEL,BOM,2026-02-12,17:20:00,10:10:00,PT16H50M,138.99,EUR,AI,1
DEL,BOM,2026-02-12,05:50:00,11:15:00,PT5H25M,141.19,EUR,AI,1
DEL,BOM,2026-02-12,06:20:00,13:30:00,PT7H10M,141.19,EUR,AI,1
DEL,BOM,2026-02-12,13:20:00,22:10:00,PT8H50M,141.19,EUR,AI,1
DEL,BOM,2026-02-12,05:55:00,11:20:00,PT5H25M,142.24,EUR,AI,1
DEL,BOM,2026-02-12,05:55:00,14:20:00,PT8H25M,143.13,EUR,AI,1
DEL,BOM,2026-02-12,14:30:00,14:20:00,PT23H50M,143.13,EUR,AI,1
DEL,BOM,2026-02-12,11:10:00,15:00:00,PT3H50M,146.44,EUR,AI,1
DEL,BOM,2026-02-12,04:55:00,09:10:00,PT4H15M,147.33,EUR,AI,1
DEL,BOM,2026-02-12,22:00:00,00:10:00,PT2H10M,148.40,EUR,GP,0
DEL,BOM,2026-02-12,05:25:00,07:40:00,PT2H15M,148.40,EUR,GP,0
DEL,BOM,2026-02-12,18:55:00,21:15:00,PT2H20M,148.40,EUR,GP,0
DEL,BOM,2026-02-12,10:20:00,15:10:00,PT4H50M,150.64,EUR,AI,1
DEL,BOM,2026-02-12,06:10:00,11:20:00,PT5H10M,150.64,EUR,AI,1
DEL,BOM,2026-02-12,02:30:00,07:50:00,PT5H20M,150.64,EUR,AI,1
DEL,BOM,2026-02-12,07:10:00,14:05:00,PT6H55M,150.64,EUR,AI,1
DEL,BOM,2026-02-12,02:30:00,10:15:00,PT7H45M,150.64,EUR,AI,1
DEL,BOM,2026-02-12,06:10:00,14:05:00,PT7H55M,150.64,EUR,AI,1
DEL,BOM,2026-02-12,18:00:00,00:50:00,PT6H50M,151.69,EUR,AI,1
DEL,BOM,2026-02-12,17:35:00,22:45:00,PT5H10M,153.79,EUR,AI,1
DEL,BOM,2026-02-12,16:15:00,22:45:00,PT6H30M,153.79,EUR,AI,1
DEL,BOM,2026-02-12,11:40:00,16:55:00,PT5H15M,153.79,EUR,AI,1
DEL,BOM,2026-02-12,18:40:00,00:15:00,PT5H35M,153.79,EUR,AI,1
DEL,BOM,2026-02-12,18:40:00,08:30:00,PT13H50M,153.79,EUR,AI,1
DEL,BOM,2026-02-12,07:10:00,16:35:00,PT9H25M,153.79,EUR,AI,1
DEL,BOM,2026-02-12,09:40:00,15:10:00,PT5H30M,154.84,EUR,AI,1
DEL,BOM,2026-02-12,16:20:00,22:10:00,PT5H50M,154.84,EUR,AI,1
DEL,BOM,2026-02-12,12:05:00,17:25:00,PT5H20M,155.52,EUR,AI,1
DEL,BOM,2026-02-12,19:20:00,23:50:00,PT4H30M,155.89,EUR,AI,1
DEL,BOM,2026-02-12,13:20:00,13:30:00,PT24H10M,161.14,EUR,AI,1
DEL,BOM,2026-02-12,13:20:00,15:00:00,PT25H40M,161.14,EUR,AI,1
DEL,BOM,2026-02-12,12:00:00,16:35:00,PT4H35M,169.54,EUR,AI,1
DEL,BOM,2026-02-12,10:40:00,15:50:00,PT5H10M,175.84,EUR,AI,1
DEL,BOM,2026-02-12,20:10:00,02:00:00,PT5H50M,178.99,EUR,AI,1
DEL,BOM,2026-02-12,20:30:00,02:00:00,PT5H30M,181.09,EUR,AI,1
DEL,BOM,2026-02-12,14:10:00,20:05:00,PT5H55M,181.09,EUR,AI,1
DEL,BOM,2026-02-12,16:00:00,21:50:00,PT5H50M,195.79,EUR,AI,1
DEL,BOM,2026-02-12,15:30:00,21:30:00,PT6H,198.94,EUR,AI,1
DEL,BOM,2026-02-12,22:30:00,14:10:00,PT15H40M,213.83,EUR,HR,1
DEL,BOM,2026-02-12,19:20:00,01:00:00,PT5H40M,216.98,EUR,HR,1
DEL,BOM,2026-02-12,13:55:00,01:00:00,PT11H5M,216.98,EUR,HR,1
DEL,BOM,2026-02-12,14:55:00,17:20:00,PT2H25M,224.67,EUR,AI,0
DEL,BOM,2026-02-12,14:10:00,19:25:00,PT5H15M,232.84,EUR,HR,1
DEL,BOM,2026-02-12,08:30:00,19:25:00,PT10H55M,232.84,EUR,HR,1
DEL,BOM,2026-02-12,06:35:00,14:10:00,PT7H35M,251.63,EUR,HR,1
DEL,BLR,2026-02-12,09:30:00,12:10:00,PT2H40M,75.67,EUR,AI,0
DEL,BLR,2026-02-12,12:10:00,14:55:00,PT2H45M,75.67,EUR,AI,0
DEL,BLR,2026-02-12,19:25:00,22:15:00,PT2H50M,75.67,EUR,AI,0
DEL,BLR,2026-02-12,08:38:00,11:28:00,PT2H50M,75.67,EUR,AI,0
DEL,BLR,2026-02-12,18:25:00,21:15:00,PT2H50M,75.67,EUR,AI,0
DEL,BLR,2026-02-12,06:25:00,09:20:00,PT2H55M,75.67,EUR,AI,0
DEL,BLR,2026-02-12,18:00:00,21:05:00,PT3H5M,75.67,EUR,AI,0
DEL,BLR,2026-02-12,20:10:00,22:55:00,PT2H45M,79.87,EUR,AI,0
DEL,BLR,2026-02-12,09:40:00,12:35:00,PT2H55M,79.87,EUR,AI,0
DEL,BLR,2026-02-12,15:30:00,18:20:00,PT2H50M,79.87,EUR,AI,0
DEL,BLR,2026-02-12,05:45:00,08:40:00,PT2H55M,79.87,EUR,AI,0
DEL,BLR,2026-02-12,15:00:00,17:50:00,PT2H50M,80.92,EUR,AI,0
DEL,BLR,2026-02-12,20:30:00,23:25:00,PT2H55M,80.92,EUR,AI,0
DEL,BLR,2026-02-12,09:00:00,11:50:00,PT2H50M,84.07,EUR,AI,0
DEL,BLR,2026-02-12,10:45:00,13:35:00,PT2H50M,84.07,EUR,AI,0
DEL,BLR,2026-02-12,14:10:00,17:00:00,PT2H50M,84.07,EUR,AI,0
DEL,BLR,2026-02-12,23:59:00,00:30:00,PT31M,88.27,EUR,AI,0
DEL,BLR,2026-02-12,08:00:00,10:50:00,PT2H50M,88.27,EUR,AI,0
DEL,BLR,2026-02-12,16:00:00,18:55:00,PT2H55M,88.27,EUR,AI,0
DEL,BLR,2026-02-12,01:00:00,06:15:00,PT5H15M,100.87,EUR,AI,0
DEL,BLR,2026-02-12,00:15:00,05:30:00,PT5H15M,119.77,EUR,AI,0
DEL,BLR,2026-02-12,21:00:00,23:50:00,PT2H50M,170.66,EUR,GP,0
DEL,BLR,2026-02-12,06:10:00,09:05:00,PT2H55M,170.66,EUR,GP,0
DEL,BLR,2026-02-12,14:10:00,20:55:00,PT6H45M,228.85,EUR,HR,1
DEL,BLR,2026-02-12,22:30:00,10:20:00,PT11H50M,272.84,EUR,HR,1
DEL,MAA,2026-02-12,02:30:00,05:20:00,PT2H50M,98.77,EUR,AI,0
DEL,MAA,2026-02-12,09:55:00,12:45:00,PT2H50M,98.77,EUR,AI,0
DEL,MAA,2026-02-12,21:00:00,23:50:00,PT2H50M,98.77,EUR,AI,0
DEL,MAA,2026-02-12,13:40:00,16:35:00,PT2H55M,98.77,EUR,AI,0
DEL,MAA,2026-02-12,16:15:00,19:10:00,PT2H55M,98.77,EUR,AI,0
DEL,MAA,2026-02-12,06:00:00,08:55:00,PT2H55M,98.77,EUR,AI,0
DEL,MAA,2026-02-12,17:55:00,20:40:00,PT2H45M,101.92,EUR,AI,0
DEL,MAA,2026-02-12,07:45:00,10:35:00,PT2H50M,111.37,EUR,AI,0
DEL,MAA,2026-02-12,20:00:00,22:55:00,PT2H55M,111.37,EUR,AI,0
DEL,MAA,2026-02-12,12:15:00,15:10:00,PT2H55M,111.37,EUR,AI,0
DEL,MAA,2026-02-12,09:40:00,14:50:00,PT5H10M,167.65,EUR,AI,1
DEL,MAA,2026-02-12,09:30:00,14:50:00,PT5H20M,167.65,EUR,AI,1
DEL,MAA,2026-02-12,23:59:00,06:50:00,PT6H51M,167.65,EUR,AI,1
DEL,MAA,2026-02-12,20:30:00,06:50:00,PT10H20M,169.75,EUR,AI,1
DEL,MAA,2026-02-12,19:35:00,00:55:00,PT5H20M,189.70,EUR,AI,1
DEL,MAA,2026-02-12,17:55:00,00:55:00,PT7H,190.75,EUR,AI,1
DEL,MAA,2026-02-12,23:00:00,08:55:00,PT9H55M,190.75,EUR,AI,1
DEL,MAA,2026-02-12,23:00:00,11:00:00,PT12H,190.75,EUR,AI,1
DEL,MAA,2026-02-12,10:00:00,15:30:00,PT5H30M,210.70,EUR,AI,1
DEL,MAA,2026-02-12,02:15:00,11:00:00,PT8H45M,212.80,EUR,AI,1
DEL,MAA,2026-02-12,02:15:00,08:55:00,PT6H40M,214.90,EUR,AI,1
DEL,MAA,2026-02-12,15:30:00,20:10:00,PT4H40M,215.95,EUR,AI,1
DEL,MAA,2026-02-12,10:15:00,15:30:00,PT5H15M,223.30,EUR,AI,1
DEL,MAA,2026-02-12,17:15:00,23:10:00,PT5H55M,225.40,EUR,AI,1
DEL,MAA,2026-02-12,17:55:00,23:10:00,PT5H15M,228.55,EUR,AI,1
DEL,MAA,2026-02-12,16:15:00,23:20:00,PT7H5M,246.59,EUR,HR,1
DEL,MAA,2026-02-12,09:10:00,23:20:00,PT14H10M,246.59,EUR,HR,1
DEL,MAA,2026-02-12,14:20:00,20:10:00,PT5H50M,270.55,EUR,AI,1
DEL,MAA,2026-02-12,14:55:00,20:10:00,PT5H15M,299.95,EUR,AI,1
DEL,MAA,2026-02-12,14:55:00,20:10:00,PT5H15M,336.64,EUR,AI,1
DEL,CCU,2026-02-12,09:45:00,11:55:00,PT2H10M,68.32,EUR,AI,0
DEL,CCU,2026-02-12,02:00:00,04:15:00,PT2H15M,68.32,EUR,AI,0
DEL,CCU,2026-02-12,06:45:00,09:00:00,PT2H15M,68.32,EUR,AI,0
DEL,CCU,2026-02-12,07:30:00,09:45:00,PT2H15M,68.32,EUR,AI,0
DEL,CCU,2026-02-12,21:55:00,00:10:00,PT2H15M,68.32,EUR,AI,0
DEL,CCU,2026-02-12,15:45:00,18:05:00,PT2H20M,68.32,EUR,AI,0
DEL,CCU,2026-02-12,21:00:00,23:30:00,PT2H30M,68.32,EUR,AI,0
DEL,CCU,2026-02-12,12:50:00,15:05:00,PT2H15M,69.37,EUR,AI,0
DEL,CCU,2026-02-12,17:30:00,19:45:00,PT2H15M,69.37,EUR,AI,0
DEL,CCU,2026-02-12,18:10:00,20:30:00,PT2H20M,69.37,EUR,AI,0
DEL,CCU,2026-02-12,22:30:00,00:40:00,PT2H10M,106.61,EUR,GP,0
DEL,CCU,2026-02-12,06:35:00,09:00:00,PT2H25M,144.41,EUR,GP,0
DEL,CCU,2026-02-12,08:30:00,14:30:00,PT6H,184.45,EUR,AI,1
DEL,CCU,2026-02-12,23:00:00,09:30:00,PT10H30M,185.50,EUR,AI,1
DEL,CCU,2026-02-12,15:45:00,16:10:00,PT24H25M,188.68,EUR,HR,1
DEL,CCU,2026-02-12,14:20:00,20:10:00,PT5H50M,202.30,EUR,AI,1
DEL,CCU,2026-02-12,18:30:00,19:40:00,PT25H10M,203.32,EUR,HR,1
DEL,CCU,2026-02-12,15:30:00,21:35:00,PT6H5M,206.50,EUR,AI,1
DEL,CCU,2026-02-12,02:15:00,09:30:00,PT7H15M,206.50,EUR,AI,1
DEL,CCU,2026-02-12,10:00:00,16:50:00,PT6H50M,228.55,EUR,AI,1
DEL,CCU,2026-02-12,08:00:00,14:30:00,PT6H30M,259.00,EUR,AI,1
DEL,CCU,2026-02-12,10:15:00,16:50:00,PT6H35M,259.00,EUR,AI,1
DEL,CCU,2026-02-12,06:10:00,20:35:00,PT14H25M,289.64,EUR,HR,1
DEL,CCU,2026-02-12,21:00:00,20:35:00,PT23H35M,289.64,EUR,HR,1
DEL,CCU,2026-02-12,22:00:00,10:50:00,PT12H50M,308.54,EUR,HR,1
DEL,CCU,2026-02-12,18:55:00,10:50:00,PT15H55M,308.54,EUR,HR,1
DEL,CCU,2026-02-12,14:55:00,20:10:00,PT5H15M,486.50,EUR,AI,1
DEL,CCU,2026-02-12,14:55:00,21:35:00,PT6H40M,486.50,EUR,AI,1
DEL,HYD,2026-02-12,06:10:00,08:20:00,PT2H10M,72.52,EUR,AI,0
DEL,HYD,2026-02-12,20:10:00,22:20:00,PT2H10M,72.52,EUR,AI,0
DEL,HYD,2026-02-12,10:20:00,12:35:00,PT2H15M,72.52,EUR,AI,0
DEL,HYD,2026-02-12,17:35:00,19:50:00,PT2H15M,72.52,EUR,AI,0
DEL,HYD,2026-02-12,02:30:00,04:50:00,PT2H20M,72.52,EUR,AI,0
DEL,HYD,2026-02-12,07:10:00,09:30:00,PT2H20M,72.52,EUR,AI,0
DEL,HYD,2026-02-12,16:15:00,18:35:00,PT2H20M,72.52,EUR,AI,0
DEL,HYD,2026-02-12,19:30:00,21:50:00,PT2H20M,72.52,EUR,AI,0
DEL,HYD,2026-02-12,21:50:00,00:10:00,PT2H20M,72.52,EUR,AI,0
DEL,HYD,2026-02-12,12:30:00,14:45:00,PT2H15M,72.52,EUR,AI,0
DEL,HYD,2026-02-12,14:45:00,17:10:00,PT2H25M,74.62,EUR,AI,0
DEL,HYD,2026-02-12,09:40:00,12:00:00,PT2H20M,81.97,EUR,AI,0
DEL,HYD,2026-02-12,12:35:00,17:35:00,PT5H,139.30,EUR,AI,1
DEL,HYD,2026-02-12,23:00:00,07:25:00,PT8H25M,142.45,EUR,AI,1
DEL,HYD,2026-02-12,23:00:00,08:40:00,PT9H40M,142.45,EUR,AI,1
DEL,HYD,2026-02-12,16:30:00,21:40:00,PT5H10M,152.95,EUR,AI,1
DEL,HYD,2026-02-12,10:55:00,16:30:00,PT5H35M,152.95,EUR,AI,1
DEL,HYD,2026-02-12,14:20:00,19:35:00,PT5H15M,154.00,EUR,AI,1
DEL,HYD,2026-02-12,15:30:00,21:40:00,PT6H10M,156.10,EUR,AI,1
DEL,HYD,2026-02-12,17:55:00,00:05:00,PT6H10M,156.10,EUR,AI,1
DEL,HYD,2026-02-12,02:15:00,07:25:00,PT5H10M,169.75,EUR,AI,1
DEL,HYD,2026-02-12,05:55:00,11:35:00,PT5H40M,169.75,EUR,AI,1
DEL,HYD,2026-02-12,17:15:00,00:05:00,PT6H50M,169.75,EUR,AI,1
DEL,HYD,2026-02-12,11:40:00,17:35:00,PT5H55M,171.85,EUR,AI,1
DEL,HYD,2026-02-12,02:15:00,08:40:00,PT6H25M,171.85,EUR,AI,1
DEL,HYD,2026-02-12,16:00:00,21:10:00,PT5H10M,179.20,EUR,AI,1
DEL,HYD,2026-02-12,15:30:00,21:10:00,PT5H40M,179.20,EUR,AI,1
DEL,HYD,2026-02-12,11:40:00,16:30:00,PT4H50M,190.75,EUR,AI,1
DEL,HYD,2026-02-12,07:30:00,12:30:00,PT5H,196.00,EUR,AI,1
DEL,HYD,2026-02-12,09:40:00,14:55:00,PT5H15M,196.00,EUR,AI,1
DEL,HYD,2026-02-12,09:30:00,14:55:00,PT5H25M,196.00,EUR,AI,1
DEL,HYD,2026-02-12,01:00:00,10:20:00,PT9H20M,196.00,EUR,AI,1
DEL,HYD,2026-02-12,00:15:00,10:20:00,PT10H5M,196.00,EUR,AI,1
DEL,HYD,2026-02-12,07:00:00,11:35:00,PT4H35M,219.10,EUR,AI,1
DEL,HYD,2026-02-12,07:00:00,12:30:00,PT5H30M,219.10,EUR,AI,1
DEL,HYD,2026-02-12,14:55:00,19:35:00,PT4H40M,400.36,EUR,AI,1
DEL,AMD,2026-02-12,20:30:00,21:40:00,PT1H10M,57.82,EUR,AI,0
DEL,AMD,2026-02-12,20:45:00,22:20:00,PT1H35M,87.22,EUR,AI,0
DEL,AMD,2026-02-12,06:20:00,08:00:00,PT1H40M,87.22,EUR,AI,0
DEL,AMD,2026-02-12,13:20:00,15:00:00,PT1H40M,87.22,EUR,AI,0
DEL,AMD,2026-02-12,16:20:00,18:00:00,PT1H40M,87.22,EUR,AI,0
DEL,AMD,2026-02-12,21:45:00,23:25:00,PT1H40M,87.22,EUR,AI,0
DEL,AMD,2026-02-12,11:20:00,13:05:00,PT1H45M,87.22,EUR,AI,0
DEL,AMD,2026-02-12,09:50:00,11:40:00,PT1H50M,87.22,EUR,AI,0
DEL,AMD,2026-02-12,19:10:00,21:30:00,PT2H20M,87.22,EUR,AI,0
DEL,AMD,2026-02-12,04:45:00,06:35:00,PT1H50M,91.42,EUR,AI,0
DEL,AMD,2026-02-12,22:00:00,23:40:00,PT1H40M,96.11,EUR,GP,0
DEL,AMD,2026-02-12,10:55:00,16:20:00,PT5H25M,155.05,EUR,AI,1
DEL,AMD,2026-02-12,19:35:00,23:55:00,PT4H20M,157.15,EUR,AI,1
DEL,AMD,2026-02-12,17:55:00,23:55:00,PT6H,158.20,EUR,AI,1
DEL,AMD,2026-02-12,23:00:00,06:50:00,PT7H50M,162.40,EUR,AI,1
DEL,AMD,2026-02-12,23:00:00,07:50:00,PT8H50M,162.40,EUR,AI,1
DEL,AMD,2026-02-12,11:40:00,16:20:00,PT4H40M,165.55,EUR,AI,1
DEL,AMD,2026-02-12,15:30:00,19:55:00,PT4H25M,170.80,EUR,AI,1
DEL,AMD,2026-02-12,14:30:00,14:50:00,PT24H20M,201.28,EUR,HR,1
DEL,AMD,2026-02-12,14:55:00,19:55:00,PT5H,255.85,EUR,AI,1
DEL,GOI,2026-02-12,21:35:00,00:20:00,PT2H45M,99.60,EUR,AI,0
DEL,GOI,2026-02-12,18:40:00,21:20:00,PT2H40M,110.32,EUR,AI,0
DEL,GOI,2026-02-12,11:40:00,14:15:00,PT2H35M,122.92,EUR,AI,0
DEL,GOI,2026-02-12,10:50:00,13:30:00,PT2H40M,122.92,EUR,AI,0
DEL,GOI,2026-02-12,14:10:00,16:50:00,PT2H40M,129.49,EUR,GP,0
DEL,GOI,2026-02-12,16:30:00,22:10:00,PT5H40M,167.65,EUR,AI,1
DEL,GOI,2026-02-12,10:15:00,14:50:00,PT4H35M,186.55,EUR,AI,1
DEL,GOI,2026-02-12,08:00:00,12:45:00,PT4H45M,186.55,EUR,AI,1
DEL,GOI,2026-02-12,17:15:00,22:10:00,PT4H55M,186.55,EUR,AI,1
DEL,GOI,2026-02-12,07:30:00,12:45:00,PT5H15M,186.55,EUR,AI,1
DEL,GOI,2026-02-12,23:00:00,06:30:00,PT7H30M,186.55,EUR,AI,1
DEL,GOI,2026-02-12,22:30:00,06:30:00,PT8H,186.55,EUR,AI,1
DEL,GOI,2026-02-12,10:00:00,14:50:00,PT4H50M,186.55,EUR,AI,1
DEL,GOI,2026-02-12,22:00:00,16:25:00,PT18H25M,233.77,EUR,HR,1
DEL,GOI,2026-02-12,05:45:00,12:00:00,PT6H15M,241.15,EUR,AI,1
DEL,GOI,2026-02-12,01:00:00,12:00:00,PT11H,241.15,EUR,AI,1
DEL,GOI,2026-02-12,05:25:00,16:25:00,PT11H,252.67,EUR,HR,1
DEL,GOI,2026-02-12,16:15:00,13:25:00,PT21H10M,257.92,EUR,HR,1
DEL,COK,2026-02-12,11:20:00,14:35:00,PT3H15M,80.92,EUR,AI,0
DEL,COK,2026-02-12,19:20:00,22:20:00,PT3H,85.12,EUR,AI,0
DEL,COK,2026-02-12,16:20:00,19:30:00,PT3H10M,85.12,EUR,AI,0
DEL,COK,2026-02-12,09:30:00,12:45:00,PT3H15M,85.12,EUR,AI,0
DEL,COK,2026-02-12,12:55:00,16:10:00,PT3H15M,85.12,EUR,AI,0
DEL,COK,2026-02-12,08:10:00,11:20:00,PT3H10M,89.32,EUR,AI,0
DEL,COK,2026-02-12,04:55:00,08:10:00,PT3H15M,109.27,EUR,AI,0
DEL,COK,2026-02-12,12:35:00,19:15:00,PT6H40M,118.30,EUR,AI,1
DEL,COK,2026-02-12,23:00:00,07:00:00,PT8H,128.80,EUR,AI,1
DEL,COK,2026-02-12,23:00:00,09:30:00,PT10H30M,128.80,EUR,AI,1
DEL,COK,2026-02-12,10:55:00,16:05:00,PT5H10M,135.10,EUR,AI,1
DEL,COK,2026-02-12,20:30:00,01:55:00,PT5H25M,148.75,EUR,AI,1
DEL,COK,2026-02-12,02:15:00,09:30:00,PT7H15M,173.95,EUR,AI,1
DEL,COK,2026-02-12,20:05:00,01:55:00,PT5H50M,197.05,EUR,AI,1
DEL,COK,2026-02-12,10:15:00,16:05:00,PT5H50M,214.90,EUR,AI,1
DEL,COK,2026-02-12,13:15:00,19:15:00,PT6H,214.90,EUR,AI,1
BLR,PNQ,2026-02-13,11:10:00,18:05:00,PT6H55M,155.50,EUR,AI,1
BLR,PNQ,2026-02-13,22:30:00,06:30:00,PT8H,155.50,EUR,AI,1
BLR,PNQ,2026-02-13,22:00:00,06:30:00,PT8H30M,159.70,EUR,AI,1
BLR,PNQ,2026-02-13,11:50:00,18:05:00,PT6H15M,161.80,EUR,AI,1
BLR,PNQ,2026-02-13,16:00:00,23:05:00,PT7H5M,166.00,EUR,AI,1
BLR,PNQ,2026-02-13,15:30:00,23:05:00,PT7H35M,166.00,EUR,AI,1
BLR,PNQ,2026-02-13,07:00:00,15:20:00,PT8H20M,166.00,EUR,AI,1
BLR,PNQ,2026-02-13,13:55:00,19:50:00,PT5H55M,170.20,EUR,AI,1
